emp_no,first_name,last_name,dept_no,dept_name
12247,Subbu,Penttonen,d005,Development
12249,Eldridge,Sadowski,d005,Development
12250,Kerhong,Aloia,d005,Development
12254,Chaitali,Stafford,d004,Production
12256,Guadalupe,Reghbati,d003,Human Resources
12258,Kankanahalli,Eiter,d005,Development
12264,Mart,Pagter,d005,Development
12269,Mohammed,Whitcomb,d004,Production
12270,Shakhar,Kornyak,d008,Research
12272,Behnaam,Grandbois,d003,Human Resources
12273,Jaideep,Uehara,d007,Sales
12274,Garnik,Papadias,d005,Development
12276,Yongmin,Lenart,d005,Development
12281,Hisao,Langford,d005,Development
12282,Tadahiro,Delgrange,d005,Development
12291,Masamitsu,Koyama,d007,Sales
12298,Tetsurou,Rodham,d005,Development
12303,Godehard,Braccini,d008,Research
12308,Mototsugu,Cronau,d002,Finance
12311,Susanne,Lubachevsky,d005,Development
12312,Chenye,Velasco,d004,Production
12316,Hyuncheol,Duclos,d004,Production
12317,Weiyi,Crabtree,d004,Production
12327,DAIDA,Bruckman,d005,Development
12328,Atilio,Prampolini,d003,Human Resources
12335,Arnould,Genin,d003,Human Resources
12338,Kagan,Besselaar,d002,Finance
12339,Pranay,Czaja,d008,Research
12341,Rasiah,Luga,d005,Development
12343,Sorina,Slaats,d004,Production
12345,Xuedong,Mellouli,d004,Production
12351,Gennady,Zizka,d004,Production
12355,Vidar,Hutton,d004,Production
12364,Neelam,Cummings,d004,Production
12365,Kamakshi,Bisiani,d004,Production
12366,Patricio,Setlzner,d009,Customer Service
12368,Gor,Dechter,d001,Marketing
12373,Mooi,Driscoll,d007,Sales
12379,Kazuhisa,Serna,d005,Development
12380,Menkae,Farrow,d001,Marketing
12381,Amalendu,Klerer,d008,Research
12388,Arumugam,Hebert,d004,Production
12394,Stevo,Reeken,d006,Quality Management
12395,Sanjit,Felder,d002,Finance
12399,Mihalis,Luga,d007,Sales
12407,Jianwen,Brodie,d004,Production
12411,Shao,Ibel,d007,Sales
12413,Hugh,Gadepally,d004,Production
12415,Uri,Sluis,d007,Sales
12417,Dannz,Spelt,d004,Production
12421,Toshimi,Gulik,d005,Development
12422,Berhard,Demos,d003,Human Resources
12426,Shahaf,Valtorta,d006,Quality Management
12427,Zissis,Daescu,d008,Research
12434,Xumin,Bernardinello,d004,Production
12438,Yongmao,Mondadori,d007,Sales
12450,Sanjeeva,Perng,d005,Development
12451,Pramod,Marzano,d005,Development
12452,Hiroyasu,Francisci,d004,Production
12454,Kerryn,Farris,d007,Sales
12464,Shai,Milicic,d007,Sales
12466,Cullen,Nations,d002,Finance
12468,Ioana,Baezner,d003,Human Resources
12470,Khue,Hinsberger,d004,Production
12475,Filipe,Roison,d005,Development
12478,Yahiko,Hopewell,d001,Marketing
12480,Tetsushi,Schade,d002,Finance
12482,Chandrasekaran,Rijckaert,d004,Production
12487,Mona,Reghbati,d002,Finance
12488,Etsuo,Gerteisen,d005,Development
12489,Arnould,Munck,d005,Development
12490,Jackson,Muchinsky,d005,Development
12492,Kristinn,Hammerschmidt,d004,Production
12493,Filipp,Menhardt,d005,Development
12497,Stein,Penz,d007,Sales
12499,Izaskun,Lamba,d007,Sales
12501,Morrie,Matheson,d002,Finance
12502,Danil,VanScheik,d004,Production
12504,Adly,Rosaz,d004,Production
12505,Barton,Goldhammer,d001,Marketing
12506,Gay,Rodite,d004,Production
12509,Rutger,Krzyzanowski,d009,Customer Service
12514,Tomofumi,Melter,d005,Development
12515,Pranav,Wilharm,d004,Production
12520,Goetz,Basart,d004,Production
12522,Trygve,Zhang,d004,Production
12523,Tonia,Casley,d007,Sales
12524,Tetsushi,Demeyer,d005,Development
12528,Conor,Cincotta,d009,Customer Service
12534,Yongmao,Gerlach,d004,Production
12537,Avishai,Gonthier,d001,Marketing
12540,Poornachandra,Bresenham,d003,Human Resources
12541,Shih,Nanard,d007,Sales
12542,Kazuhide,Bouloucos,d003,Human Resources
12551,Jeane,Tzvieli,d004,Production
12552,Mechthild,Zongker,d007,Sales
12553,Aral,Vesna,d003,Human Resources
12555,Spyrose,DuCasse,d005,Development
12557,Stafford,Kopetz,d004,Production
12558,Danco,Niizuma,d006,Quality Management
12563,Honesty,Ducloy,d005,Development
12564,Remco,Nitsche,d002,Finance
12568,Marlo,Boyle,d005,Development
12571,Abdelaziz,Candan,d004,Production
12574,Mong,Gelosh,d005,Development
12586,Oguz,Tasistro,d006,Quality Management
12588,Yagil,Kenevan,d005,Development
12589,Anoosh,Chleq,d005,Development
12590,Gita,Rosenbaum,d007,Sales
12596,Breannda,Roisin,d003,Human Resources
12597,Kazuhito,Petereit,d009,Customer Service
12601,Ghassan,Simkin,d005,Development
12603,Utpal,Roison,d003,Human Resources
12608,Nectarios,Mondadori,d003,Human Resources
12612,Chandrasekaran,Thimonier,d007,Sales
12617,Shawna,Rusterholz,d007,Sales
12623,Raimond,Scharstein,d001,Marketing
12626,Gill,Comyn,d004,Production
12630,Sreekrishna,Falco,d009,Customer Service
12635,Xinyu,Restivo,d004,Production
12636,Yuuichi,Debuse,d009,Customer Service
12637,Poorav,Karner,d003,Human Resources
12638,Yuqun,Seiwald,d005,Development
12639,Zeljko,Schapire,d004,Production
12642,Suebskul,Gips,d001,Marketing
12644,Bernt,Jayawardene,d004,Production
12645,Kyoichi,Decaestecker,d007,Sales
12651,Pragnesh,Bael,d007,Sales
12656,Seshu,Morton,d007,Sales
12662,Leucio,Alvarado,d005,Development
12663,Nobuyoshi,Stellhorn,d005,Development
12664,Zhonghua,Parveen,d007,Sales
12665,Amalendu,Lanphier,d002,Finance
12666,Stamatina,Prenel,d004,Production
12670,Seongbae,Alameldin,d004,Production
12672,Mayumi,Varman,d006,Quality Management
12678,Carrsten,Borovoy,d005,Development
12680,Bader,Staudhammer,d001,Marketing
12687,Weicheng,Badache,d007,Sales
12689,Luerbio,Boudaillier,d005,Development
12691,Oddvar,Gils,d004,Production
12694,Kazuhira,Luders,d004,Production
12697,Uri,Brizzi,d003,Human Resources
12707,Gregory,Zastre,d007,Sales
12709,Ronghao,Botman,d005,Development
12715,Honglan,Showalter,d002,Finance
12717,Tzu,Jiafu,d008,Research
12721,Sajjan,Szilard,d004,Production
12722,Elliott,Cheshire,d002,Finance
12725,Inderjeet,Flexer,d003,Human Resources
12726,Fumitake,Panwar,d005,Development
12729,Nahla,Rahier,d004,Production
12730,Barry,Perl,d005,Development
12731,Yongmao,Waymire,d003,Human Resources
12732,Mara,Takanami,d007,Sales
12734,Gil,Frijda,d005,Development
12746,Heekeun,Lunn,d004,Production
12747,Salvador,Atrawala,d004,Production
12748,Berry,Kakkar,d006,Quality Management
12753,Kazuhito,Syrotiuk,d004,Production
12754,Ronnie,Tetzlaff,d006,Quality Management
12755,Rildo,Rodite,d003,Human Resources
12758,Hauke,Pashtan,d002,Finance
12759,LiMin,Kuszyk,d007,Sales
12761,Hitofumi,Schaad,d007,Sales
12768,Mingdong,Stiles,d005,Development
12769,Abdelwaheb,Gluchowski,d004,Production
12770,Maik,Benzaken,d007,Sales
12773,Jenwei,Lovengreen,d005,Development
12774,Moon,Asrin,d005,Development
12775,Mariangiola,Berendt,d004,Production
12777,Sreenivas,Cichocki,d007,Sales
12785,Bouchung,Armand,d004,Production
12786,Weiyi,Schusler,d004,Production
12789,Sanjai,Felcyn,d005,Development
12790,Gunilla,Perl,d007,Sales
12795,Masoud,Fordan,d002,Finance
12796,Saniya,Stanfel,d004,Production
12798,Lillian,Beeson,d007,Sales
12799,Tiina,Businaro,d003,Human Resources
12803,Gad,Boissier,d001,Marketing
12807,Gretta,Babb,d006,Quality Management
12810,Kristof,Staelin,d005,Development
12814,Jaques,Kohling,d004,Production
12815,Sushant,Junot,d008,Research
12816,Freyja,Ramras,d004,Production
12819,Mountaz,Gubsky,d004,Production
12821,Arco,Gihr,d005,Development
12825,Sakthirel,Cannata,d004,Production
12828,Oksana,Camurati,d002,Finance
12829,Harngdar,Harbusch,d004,Production
12831,Maris,Baja,d004,Production
12840,Zhensheng,Ferretti,d005,Development
12843,Yinlin,Heijenga,d005,Development
12846,Krisda,Cyne,d009,Customer Service
12848,Kazuhide,Smeets,d005,Development
12851,Kwangyoen,Ramsay,d002,Finance
12853,Mang,Brobst,d009,Customer Service
12855,Mabhin,Murrill,d003,Human Resources
12857,Alagu,Gils,d005,Development
12863,Leif,Matheson,d004,Production
12865,Katsuyuki,Rothe,d008,Research
12868,Berthier,Nanard,d004,Production
12869,Jacopo,Swiler,d008,Research
12871,Shay,Zockler,d009,Customer Service
12872,Marl,Schmittgen,d007,Sales
12876,Apostol,Goodrum,d005,Development
12879,Baruch,Eugenio,d005,Development
12881,Huai,Yurek,d007,Sales
12885,Anwar,Collavizza,d005,Development
12887,Hilari,DuBourdieux,d005,Development
12888,Martien,Erni,d008,Research
12889,Mayumi,Mukaidono,d005,Development
12890,Neven,Casley,d007,Sales
12893,Licheng,Crouzet,d007,Sales
12895,Roddy,Serot,d004,Production
12899,Chinho,Sethi,d003,Human Resources
12905,Munehiro,Gecsei,d005,Development
12910,Uno,Casley,d009,Customer Service
12915,Arco,Ligten,d007,Sales
12922,Jacqueline,Porenta,d007,Sales
12923,Chaosheng,Journel,d005,Development
12926,Heekeun,Luby,d008,Research
12934,Adil,Solares,d005,Development
12936,Reinhold,Farrow,d005,Development
12937,Arup,Cincotta,d001,Marketing
12940,Odinaldo,Farrar,d005,Development
12941,Tommaso,Perelgut,d005,Development
12944,Alselm,Benzmuller,d009,Customer Service
12949,Geoff,Asrin,d005,Development
12951,Mohammad,Keirsey,d001,Marketing
12960,Tayeb,Navazio,d005,Development
12962,Paraskevi,Beerel,d007,Sales
12969,Mohan,Angot,d007,Sales
12972,Juyoung,Azevdeo,d003,Human Resources
12974,Gift,Frolund,d007,Sales
12977,Byong,Markovitch,d005,Development
12981,Maren,Merro,d004,Production
12982,Sachem,Aamodt,d005,Development
12983,Elliott,Hambrick,d002,Finance
12984,Atilio,Krohm,d004,Production
12986,Khun,Hennebert,d004,Production
12987,Youngkon,Kading,d004,Production
13000,Adhemar,Chiodo,d005,Development
13002,Henk,Muhlberg,d005,Development
13004,Fan,Beznosov,d004,Production
13008,Jayesh,Zaumen,d006,Quality Management
13011,Aamer,Glowinski,d005,Development
13012,Florina,Harbusch,d005,Development
13013,Heekeun,Baak,d004,Production
13027,Paraskevi,Kohling,d004,Production
13030,Yahiko,Kroll,d001,Marketing
13034,Arunas,Rosen,d007,Sales
13046,Vivian,Stafford,d002,Finance
13047,Atilio,Chelton,d005,Development
13048,Kerhong,Massonet,d005,Development
13049,Fan,Naudin,d008,Research
13052,Aleksandar,Schlenzig,d005,Development
13054,Samphel,Masamoto,d004,Production
13062,Xinglin,Baak,d005,Development
13065,Zine,Schiper,d007,Sales
13067,Wayne,Kornyak,d005,Development
13073,Utpal,Journel,d007,Sales
13075,Rosella,Morrin,d001,Marketing
13076,Deniz,Skafidas,d005,Development
13084,Domenico,Pagter,d002,Finance
13086,Dzung,Domenig,d003,Human Resources
13087,Gor,Ranft,d004,Production
13093,Sajjan,Unno,d007,Sales
13095,Khedija,Cochrane,d009,Customer Service
13096,Ibibia,Armand,d006,Quality Management
13103,Srinidhi,Ellozy,d005,Development
13108,Rance,Matteis,d001,Marketing
13110,Maria,Kamble,d005,Development
13113,Kwun,Landherr,d002,Finance
13124,Quingbo,Garnick,d007,Sales
13126,Parviz,Hennebert,d004,Production
13133,Guther,Senzako,d001,Marketing
13134,Lorien,Chepyzhov,d004,Production
13140,Shuji,Vidal,d008,Research
13143,Qingxiang,Ventosa,d004,Production
13144,Persi,Nollmann,d002,Finance
13146,Haldon,Erie,d007,Sales
13147,Shichao,Ginesta,d007,Sales
13149,Alejandro,Gill,d005,Development
13150,Mahmut,Stavenow,d004,Production
13156,Akeel,Millington,d005,Development
13159,Jingling,Ranst,d002,Finance
13161,Manu,Picci,d005,Development
13165,Lucian,Benner,d006,Quality Management
13168,Munir,Stentiford,d004,Production
13170,Cheong,Bernardeschi,d002,Finance
13171,Anoosh,Birnbaum,d006,Quality Management
13173,Arve,Horswill,d007,Sales
13175,Yucai,Swick,d004,Production
13179,Moty,Janocha,d007,Sales
13182,Kokou,Rodite,d004,Production
13186,Kyoichi,Barbanera,d007,Sales
13189,Yuuichi,Bazzichi,d008,Research
13192,Rosita,Flowers,d004,Production
13197,Rosita,Litzler,d002,Finance
13200,Weidon,Pauthner,d004,Production
13202,Aram,Scharstein,d008,Research
13203,Phule,Emmart,d009,Customer Service
13204,Mircea,Pellegrinelli,d004,Production
13206,Tetsurou,Rullman,d002,Finance
13210,Jianhua,Klassen,d001,Marketing
13213,Hein,Billawala,d007,Sales
13216,Stabislas,Weedman,d009,Customer Service
13221,Premsyl,Famili,d008,Research
13227,Goncalo,Pell,d007,Sales
13232,Mitchel,Fujisaki,d005,Development
13233,Alselm,Chvatal,d005,Development
13235,Taizo,Remmers,d004,Production
13238,Ebru,Foote,d007,Sales
13240,King,Pileggi,d005,Development
13243,Fay,Huxford,d007,Sales
13246,Adil,Siepmann,d007,Sales
13248,Keiichiro,Guting,d007,Sales
13249,Oldrich,Rissland,d007,Sales
13250,Zeydy,Schusler,d004,Production
13252,Morris,Kavvadias,d008,Research
13260,JoAnna,McDermid,d005,Development
13261,Martial,Peternell,d007,Sales
13263,Subhash,Zockler,d002,Finance
13272,Arun,Jiang,d009,Customer Service
13276,Yechiam,Seuren,d002,Finance
13282,Cordelia,Macedo,d002,Finance
13288,Muneo,Broomell,d003,Human Resources
13290,Stamatina,Karner,d003,Human Resources
13291,Georg,Stamatiou,d005,Development
13294,Haldun,Stroustrup,d009,Customer Service
13299,Guiseppe,Butner,d001,Marketing
13302,Mack,Alencar,d005,Development
13303,Koldo,Rissanen,d007,Sales
13305,Bikash,Herath,d007,Sales
13309,Toshimori,Lipner,d004,Production
13312,Filipp,Schurmann,d005,Development
13315,Sakthirel,Stroustrup,d005,Development
13320,Gino,Bahr,d005,Development
13321,Rasikan,Portugali,d005,Development
13329,Ottavia,Rissland,d007,Sales
13332,Nidapan,Pearson,d004,Production
13333,Yoshinari,Hennebert,d004,Production
13341,Bodh,Doering,d001,Marketing
13342,Georgy,Doering,d005,Development
13343,Heon,Usery,d002,Finance
13346,Francoise,Zastre,d005,Development
13347,Lein,Sifakis,d005,Development
13349,Zeydy,Danner,d007,Sales
13357,Mabry,Llado,d004,Production
13359,Pragnesh,Kragelund,d005,Development
13361,Wilmer,Baek,d003,Human Resources
13368,Kiyokazu,Klassen,d003,Human Resources
13371,Nakhoon,Riexinger,d004,Production
13373,Juichirou,Naumovich,d002,Finance
13374,Atreye,Kalefeld,d005,Development
13378,Rafols,Zhiwei,d005,Development
13379,Kinh,Engelmann,d009,Customer Service
13385,Claudi,Buchter,d003,Human Resources
13386,Khosrow,Sgarro,d005,Development
13388,Shuji,Cesareni,d004,Production
13389,Divine,Cmelik,d008,Research
13390,Nathan,Hutton,d004,Production
13392,Fumitake,Beidas,d007,Sales
13394,Anneke,Lorys,d001,Marketing
13396,Chuanyi,Aumann,d009,Customer Service
13402,Augustine,Dulli,d005,Development
13405,Randy,Baba,d007,Sales
13407,Gio,Chenoweth,d004,Production
13408,Sreekrishna,Lagarias,d004,Production
13412,Ranga,Erdmenger,d001,Marketing
13415,Nathalie,Speer,d006,Quality Management
13416,Fox,Billawala,d004,Production
13417,Dipayan,Condotta,d007,Sales
13422,Vishwani,Gerlach,d004,Production
13427,Sreekrishna,Narwekar,d007,Sales
13436,Mana,Picaronny,d007,Sales
13439,Domenick,Ullian,d004,Production
13442,Giordano,Miake,d003,Human Resources
13443,Mayuko,Puppo,d006,Quality Management
13445,Renee,Dehkordi,d004,Production
13446,Masato,Tramer,d005,Development
13451,Gretta,Weiland,d003,Human Resources
13453,Sugwoo,Lalonde,d005,Development
13456,Uzi,Erol,d005,Development
13457,Shooichi,Parfitt,d006,Quality Management
13458,Feipei,Nivat,d004,Production
13460,Yinghua,Gips,d004,Production
13463,Theron,Berstel,d004,Production
13465,Sasan,Rehfuss,d004,Production
13467,Zhigen,Katzenelson,d005,Development
13472,Dzung,Larfeldt,d004,Production
13475,Kamakshi,Piancastelli,d007,Sales
13479,Youjian,Besselaar,d007,Sales
13493,Uinam,Jullig,d005,Development
13500,Irene,Erol,d004,Production
13504,Parto,Mandell,d005,Development
13505,Chandrasekaran,Hambrick,d009,Customer Service
13520,Takahiro,Mahnke,d004,Production
13521,Jaewoo,Tasistro,d006,Quality Management
13522,Jaewon,Vingron,d001,Marketing
13523,Dines,Karunanithi,d009,Customer Service
13524,Chaoyi,Porotnikoff,d007,Sales
13535,Arunas,Schlenzig,d004,Production
13539,Cedric,Bala,d005,Development
13540,Cordelia,Krohn,d007,Sales
13544,Beshir,Sullins,d007,Sales
13546,Aimee,Brookner,d004,Production
13549,Matk,Koprowski,d005,Development
13552,Ingmar,Capobianchi,d008,Research
13554,Divine,Birke,d001,Marketing
13560,Sibyl,Jeong,d005,Development
13567,Sudhanshu,Pietracaprina,d002,Finance
13571,Eben,Passino,d004,Production
13575,Kazuhiko,Hettesheimer,d004,Production
13576,Jungsoon,Engberts,d005,Development
13578,Tadahiko,Christianini,d004,Production
13586,Abdelwaheb,Klassen,d005,Development
13591,Jinxi,Poulakidas,d005,Development
13596,Georg,Marletta,d004,Production
13598,Subhrajyoti,Barvinok,d004,Production
13600,Baocai,Babu,d008,Research
13605,Dmitry,Encarnacion,d007,Sales
13612,Shao,Mansanne,d004,Production
13617,Prodip,Fioravanti,d006,Quality Management
13621,Fei,Haddadi,d005,Development
13622,Tamiya,Juneja,d007,Sales
13624,Zhigen,Yurek,d003,Human Resources
13629,Dzung,Trelles,d005,Development
13630,Uzi,Kilgour,d004,Production
13642,Inderjeet,Luit,d001,Marketing
13643,Geoff,Chenney,d005,Development
13648,Zejun,Lamba,d004,Production
13651,Stamatina,Plesums,d005,Development
13653,Kristen,Iivonen,d003,Human Resources
13660,Ziya,McConalogue,d007,Sales
13662,Tianruo,Zucker,d008,Research
13670,Moti,Takanami,d005,Development
13673,Kish,Levasseur,d004,Production
13680,Denny,Speer,d007,Sales
13683,Zhilian,Vakili,d005,Development
13684,Elvia,Christ,d007,Sales
13685,Weicheng,Hockney,d005,Development
13693,Godehard,Merkl,d005,Development
13697,Shuichi,Weedon,d005,Development
13698,Domenico,Mitchem,d006,Quality Management
13704,Vishu,Kumaresan,d004,Production
13708,Taizo,Bolsens,d005,Development
13713,Nitsan,Porenta,d003,Human Resources
13719,Hugh,Porotnikoff,d004,Production
13721,Sugwoo,Delgrossi,d007,Sales
13727,Vitali,Merey,d003,Human Resources
13730,Munehiro,Kalorkoti,d001,Marketing
13738,Bangqing,Mitchem,d005,Development
13744,Hisao,Quittner,d005,Development
13745,Ung,Camurati,d006,Quality Management
13747,Masaru,Capobianchi,d007,Sales
13758,Subhrajyoti,Sidou,d007,Sales
13762,Fumino,Choobineh,d007,Sales
13766,Tremaine,Heemskerk,d009,Customer Service
13768,Sedat,Lovengreen,d009,Customer Service
13769,Yakichi,Trogemann,d007,Sales
13772,Khalil,Klyachko,d006,Quality Management
13775,Arve,Maierhofer,d007,Sales
13776,Marjo,Brookner,d001,Marketing
13786,Takushi,Berendt,d007,Sales
13787,Xiaobin,Sinicrope,d004,Production
13788,Takahira,Furedi,d004,Production
13792,Valery,Sury,d002,Finance
13795,Mayuri,Gewali,d004,Production
13796,Paloma,Thorelli,d005,Development
13797,Juyoung,Leonhardt,d008,Research
13798,Khosrow,Tischendorf,d004,Production
13799,Chriss,Backhouse,d006,Quality Management
13800,Nikolaus,Gammage,d006,Quality Management
13801,Shih,Mayerwieser,d007,Sales
13807,Lenore,Itzigehl,d002,Finance
13809,Kiyotoshi,Basagni,d009,Customer Service
13811,Kien,Azadmanesh,d004,Production
13815,Guadalupe,Plotkin,d004,Production
13825,Arlette,Pell,d004,Production
13831,Yinghua,Rikino,d004,Production
13832,Hidefumi,Siepmann,d004,Production
13838,Giao,Stellhorn,d009,Customer Service
13840,Remco,Demke,d005,Development
13841,Christophe,Spinelli,d006,Quality Management
13842,Juichirou,Cichocki,d008,Research
13846,Guiseppe,Welham,d008,Research
13847,Dhritiman,Gulik,d004,Production
13853,Mingsen,Roohalamini,d008,Research
13856,Xiping,Conta,d007,Sales
13857,Mostafa,Ferriere,d004,Production
13859,Anoosh,Fujisawa,d005,Development
13861,Parke,Serna,d008,Research
13863,Reinhard,Baig,d007,Sales
13870,Theirry,Kirkerud,d004,Production
13875,Genta,Manders,d004,Production
13883,Kwangyoen,Barreiro,d005,Development
13884,Kensei,Swift,d004,Production
13888,Xuedong,Reghbati,d005,Development
13894,Ult,Schonegge,d004,Production
13897,JoAnna,Hardjono,d005,Development
13899,Mostafa,Crouzet,d004,Production
13902,Greger,Kilgore,d007,Sales
13904,Youngkon,Cairo,d005,Development
13909,Szabolcs,Leslie,d001,Marketing
13911,Fen,Jansen,d001,Marketing
13913,Xinan,Yoshizawa,d004,Production
13914,Serge,Albarhamtoshy,d002,Finance
13916,Vidya,Wynblatt,d007,Sales
13919,Brewster,Sinicrope,d009,Customer Service
13922,Jinpo,Langford,d002,Finance
13924,Mary,DasSarma,d004,Production
13928,Mahmut,Nitta,d007,Sales
13930,Sukumar,Chartres,d007,Sales
13934,Shiv,Bratsberg,d005,Development
13936,Tsz,Hambrick,d003,Human Resources
13942,Elzbieta,Esteva,d005,Development
13943,Maya,Plump,d007,Sales
13944,Takahito,Maierhofer,d005,Development
13946,Atilio,Sgarro,d006,Quality Management
